Country,Code,Year,Growth,Health,Education,Capital,Trade,Income,CPI
Romania,ROU,1974,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1974,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1974,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1974,1.277051544,NA,NA,31.63305601,31.7185344,High income,NA
Sweden,SWE,1974,-0.068559047,NA,NA,30.9131229,60.31241288,High income,NA
United Kingdom,GBR,1974,-6.129237124,NA,NA,27.50119025,57.2682034,High income,NA
Austria,AUT,1975,-0.173354488,NA,NA,27.23086895,56.57507086,High income,NA
Belgium,BEL,1975,-2.742522425,NA,NA,26.67363708,90.85011806,High income,NA
Bulgaria,BGR,1975,NA,NA,NA,NA,NA,Upper middle income,NA
Croatia,HRV,1975,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1975,NA,NA,NA,22.52917602,92.17898634,High income,NA
Czech Republic,CZE,1975,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1975,0.041977919,NA,NA,22.47155744,59.70056842,High income,NA
Estonia,EST,1975,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1975,0.214676669,NA,NA,36.14198535,50.29521505,High income,NA
France,FRA,1975,-0.86135607,NA,NA,24.81321839,36.45283976,High income,NA
Germany,DEU,1975,-1.17538784,NA,NA,24.24775647,36.02558165,High income,NA
Hungary,HUN,1975,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1975,3.939222134,NA,NA,36.41777403,35.32299071,High income,NA
Italy,ITA,1975,-2.310458184,NA,NA,23.50562459,37.51526624,High income,NA
Latvia,LVA,1975,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1975,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1975,-13.0665655,NA,NA,19.98592838,171.450758,High income,NA
Netherlands,NLD,1975,-0.492018723,NA,NA,23.0690484,90.91317345,High income,NA
Poland,POL,1975,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1975,-9.882992744,NA,NA,19.44077307,41.52808183,High income,NA
Romania,ROU,1975,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1975,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1975,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1975,-0.552897448,NA,NA,29.90746065,29.10905173,High income,NA
Sweden,SWE,1975,3.830474054,NA,NA,31.43486671,52.28057257,High income,NA
United Kingdom,GBR,1975,1.224203465,NA,NA,23.7326105,51.42117658,High income,NA
Austria,AUT,1976,4.696645911,NA,NA,28.58764233,59.88997345,High income,NA
Belgium,BEL,1976,6.062180168,NA,NA,27.01751489,96.10327812,High income,NA
Bulgaria,BGR,1976,NA,NA,NA,NA,NA,Upper middle income,NA
Croatia,HRV,1976,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1976,22.07819626,NA,NA,26.56483238,112.3689838,High income,NA
Czech Republic,CZE,1976,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1976,5.63752509,NA,NA,25.41406734,61.00734429,High income,NA
Estonia,EST,1976,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1976,1.282136667,NA,NA,29.20614841,49.2315136,High income,NA
France,FRA,1976,2.705458162,NA,NA,26.38189393,39.36271767,High income,NA
Germany,DEU,1976,5.250887974,NA,NA,25.3785435,38.49724867,High income,NA
Hungary,HUN,1976,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1976,5.320331292,NA,NA,38.21036719,34.87869224,High income,NA
Italy,ITA,1976,5.874602915,NA,NA,26.2937747,41.31855196,High income,NA
Latvia,LVA,1976,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1976,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1976,10.66096438,NA,NA,19.86612673,161.8390623,High income,NA
Netherlands,NLD,1976,4.621602791,NA,NA,22.9760043,93.25352248,High income,NA
Poland,POL,1976,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1976,4.41024682,NA,NA,24.76518454,37.70996459,High income,NA
Romania,ROU,1976,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1976,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1976,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1976,1.613310548,NA,NA,28.2284525,30.0997697,High income,NA
Sweden,SWE,1976,0.025652147,NA,NA,30.53356614,52.70152493,High income,NA
United Kingdom,GBR,1976,2.341941639,NA,NA,25.83515713,55.96128984,High income,NA
Austria,AUT,1977,3.896791241,NA,NA,29.78026623,60.25030823,High income,NA
Belgium,BEL,1977,-0.442184535,NA,NA,26.67568023,94.97634961,High income,NA
Bulgaria,BGR,1977,NA,NA,NA,NA,NA,Upper middle income,NA
Croatia,HRV,1977,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1977,15.3815032,NA,NA,34.8853722,115.5755086,High income,NA
Czech Republic,CZE,1977,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1977,2.321916477,NA,NA,24.40633731,60.28273635,High income,NA
Estonia,EST,1977,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1977,-0.557549668,NA,NA,27.96713459,52.3510959,High income,NA
France,FRA,1977,2.730434897,NA,NA,25.5104926,40.39025912,High income,NA
Germany,DEU,1977,3.520148168,NA,NA,25.01612718,38.2301506,High income,NA
Hungary,HUN,1977,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1977,1.662326894,NA,NA,33.74401775,34.66158369,High income,NA
Italy,ITA,1977,3.047354371,NA,NA,24.16259507,41.93795614,High income,NA
Latvia,LVA,1977,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1977,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1977,-1.25603452,NA,NA,17.80763869,161.0193336,High income,NA
Netherlands,NLD,1977,1.405577519,NA,NA,23.91900296,90.13197217,High income,NA
Poland,POL,1977,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1977,3.703508726,NA,NA,30.10514589,40.52325753,High income,NA
Romania,ROU,1977,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1977,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1977,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1977,2.512042312,NA,NA,26.18940125,29.1926122,High income,NA
Sweden,SWE,1977,-4.042693141,NA,NA,26.82063657,52.21445106,High income,NA
United Kingdom,GBR,1977,1.341586995,NA,NA,25.21132904,57.42308237,High income,NA
Austria,AUT,1978,0.39011149,NA,NA,26.59832931,59.64219525,High income,NA
Belgium,BEL,1978,2.652606487,NA,NA,26.46241378,91.63655142,High income,NA
Bulgaria,BGR,1978,NA,NA,NA,NA,NA,Upper middle income,NA
Croatia,HRV,1978,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1978,5.922056351,NA,NA,37.2161941,105.2517279,High income,NA
Czech Republic,CZE,1978,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1978,3.601961184,NA,NA,23.13527219,57.05290543,High income,NA
Estonia,EST,1978,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1978,2.373739915,NA,NA,24.37864942,52.58687632,High income,NA
France,FRA,1978,5.333839434,NA,NA,24.24277093,39.19028687,High income,NA
Germany,DEU,1978,4.045534738,NA,NA,25.31530715,37.30362556,High income,NA
Hungary,HUN,1978,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1978,5.270676435,NA,NA,32.7823325,33.13659566,High income,NA
Italy,ITA,1978,3.737401387,NA,NA,23.61473617,41.39498195,High income,NA
Latvia,LVA,1978,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1978,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1978,4.918743978,NA,NA,21.76987712,157.5977721,High income,NA
Netherlands,NLD,1978,0.824061529,NA,NA,23.75998401,86.87416299,High income,NA
Poland,POL,1978,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1978,0.204423879,NA,NA,31.60298866,41.12545534,High income,NA
Romania,ROU,1978,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1978,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1978,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1978,2.221129783,NA,NA,24.0102804,27.76174119,High income,NA
Sweden,SWE,1978,0.890307953,NA,NA,23.3868104,51.30237176,High income,NA
United Kingdom,GBR,1978,4.624754492,NA,NA,24.59604665,53.57424856,High income,NA
Austria,AUT,1979,5.510879647,NA,NA,29.42263577,63.28983646,High income,NA
Belgium,BEL,1979,1.539953167,NA,NA,25.99792504,100.831742,High income,NA
Bulgaria,BGR,1979,NA,NA,NA,NA,NA,Upper middle income,NA
Croatia,HRV,1979,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1979,9.284945386,NA,NA,38.72658021,108.447117,High income,NA
Czech Republic,CZE,1979,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1979,1.491992468,NA,NA,23.11796152,60.84787289,High income,NA
Estonia,EST,1979,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1979,7.469144493,NA,NA,27.75553705,58.07039647,High income,NA
France,FRA,1979,2.829934699,NA,NA,24.78156373,40.78036202,High income,NA
Germany,DEU,1979,2.575736887,NA,NA,27.232626,39.35521009,High income,NA
Hungary,HUN,1979,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1979,1.892225513,NA,NA,32.0926725,35.53221171,High income,NA
Italy,ITA,1979,5.826137054,NA,NA,24.14219719,43.84465897,High income,NA
Latvia,LVA,1979,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1979,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1979,1.285236874,NA,NA,19.25372568,168.756185,High income,NA
Netherlands,NLD,1979,-0.251642732,NA,NA,22.87522033,95.02929825,High income,NA
Poland,POL,1979,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1979,4.436834168,NA,NA,30.58082687,50.72706874,High income,NA
Romania,ROU,1979,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1979,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1979,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1979,-1.342639011,NA,NA,23.40653114,27.8710614,High income,NA
Sweden,SWE,1979,2.888497657,NA,NA,26.14330902,57.18479265,High income,NA
United Kingdom,GBR,1979,0.867709851,NA,NA,24.74641802,53.26343273,High income,NA
Austria,AUT,1980,-0.138076816,NA,NA,28.85740751,66.79534789,High income,NA
Belgium,BEL,1980,-0.128261057,NA,NA,26.59639188,102.3066839,High income,NA
Bulgaria,BGR,1980,NA,NA,NA,33.99635532,66.39641735,Upper middle income,NA
Croatia,HRV,1980,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1980,3.4688422,NA,NA,37.81401897,108.325663,High income,NA
Czech Republic,CZE,1980,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1980,-3.485436001,NA,NA,20.1243302,65.45571111,High income,NA
Estonia,EST,1980,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1980,2.25920507,NA,NA,31.22439285,62.90006532,High income,NA
France,FRA,1980,-0.875208367,NA,NA,25.6661908,43.23791788,High income,NA
Germany,DEU,1980,-0.785615407,NA,NA,27.01093744,41.99389305,High income,NA
Hungary,HUN,1980,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1980,-1.397389883,NA,NA,30.61386736,44.5858238,High income,NA
Italy,ITA,1980,0.18776604,NA,NA,26.46174549,43.10444741,High income,NA
Latvia,LVA,1980,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1980,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1980,2.256557201,NA,NA,22.01730134,168.5252034,High income,NA
Netherlands,NLD,1980,-1.609433617,NA,NA,23.7486105,100.3360844,High income,NA
Poland,POL,1980,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1980,1.120715531,NA,NA,34.00494255,54.22867552,High income,NA
Romania,ROU,1980,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1980,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1980,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1980,-1.858856427,NA,NA,24.20970202,31.5916736,High income,NA
Sweden,SWE,1980,0.941552351,NA,9.855810165,27.49182335,56.89637849,High income,NA
United Kingdom,GBR,1980,-2.583341391,NA,NA,21.27274981,49.98847444,High income,NA
Austria,AUT,1981,-1.34276128,NA,NA,26.99811919,68.36666926,High income,NA
Belgium,BEL,1981,-2.486371199,NA,10.27050972,22.60809173,109.4176862,High income,NA
Bulgaria,BGR,1981,4.266959491,NA,NA,35.48781365,70.1610468,Upper middle income,NA
Croatia,HRV,1981,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1981,-0.86667373,NA,NA,33.81278141,113.5730649,High income,NA
Czech Republic,CZE,1981,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1981,-2.921477966,NA,NA,17.01370298,70.74481601,High income,NA
Estonia,EST,1981,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1981,0.288302666,NA,12.45374012,28.37717226,61.55300047,High income,NA
France,FRA,1981,-0.590744367,NA,11.54650974,23.44094764,45.11142859,High income,NA
Germany,DEU,1981,-1.460772546,NA,NA,24.43010562,44.33021248,High income,NA
Hungary,HUN,1981,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1981,-2.063027077,NA,8.381790161,25.02019229,47.14033547,High income,NA
Italy,ITA,1981,-1.489618294,NA,NA,24.4110996,45.42095126,High income,NA
Latvia,LVA,1981,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1981,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1981,3.523053796,NA,NA,21.42179,166.9395,High income,NA
Netherlands,NLD,1981,-0.300368073,NA,11.86935997,20.8168508,105.4136796,High income,NA
Poland,POL,1981,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1981,-2.76035989,NA,NA,35.82898027,55.56950353,High income,NA
Romania,ROU,1981,NA,NA,NA,36.29950297,NA,Upper middle income,NA
Slovak Republic,SVK,1981,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1981,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1981,-3.630487663,NA,NA,22.55554133,35.41684951,High income,NA
Sweden,SWE,1981,-0.604079123,NA,10.19137955,23.86307651,56.77313914,High income,NA
United Kingdom,GBR,1981,-1.904834108,NA,12.64420986,19.18921233,48.11468971,High income,NA
Austria,AUT,1982,2.798258619,NA,NA,24.64553031,64.08978266,High income,NA
Belgium,BEL,1982,-0.093795241,NA,9.248330116,21.63236799,117.0639043,High income,NA
Bulgaria,BGR,1982,2.568287757,NA,NA,34.12952814,67.49939682,Upper middle income,NA
Croatia,HRV,1982,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1982,7.142100486,NA,NA,31.7201665,115.1624571,High income,NA
Czech Republic,CZE,1982,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1982,2.742811041,NA,NA,18.27133957,70.83856459,High income,NA
Estonia,EST,1982,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1982,2.421187926,NA,12.05609989,28.65447923,57.5377647,High income,NA
France,FRA,1982,1.057583097,NA,11.4282198,23.7184328,44.96047296,High income,NA
Germany,DEU,1982,-0.300863838,NA,NA,22.98540511,44.53494532,High income,NA
Hungary,HUN,1982,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1982,-2.625657449,NA,7.661369801,29.78698159,41.85153238,High income,NA
Italy,ITA,1982,0.868361415,NA,NA,23.46301811,43.64179156,High income,NA
Latvia,LVA,1982,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1982,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1982,15.07643371,NA,NA,21.68689758,170.2877945,High income,NA
Netherlands,NLD,1982,-1.058312345,NA,11.24707985,19.79739537,105.0469476,High income,NA
Poland,POL,1982,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1982,-0.80219105,NA,NA,35.35958963,55.75552124,High income,NA
Romania,ROU,1982,NA,NA,NA,33.7228485,NA,Upper middle income,NA
Slovak Republic,SVK,1982,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1982,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1982,0.313475514,NA,NA,22.43257233,36.56742743,High income,NA
Sweden,SWE,1982,-0.409852616,NA,NA,23.42430916,61.77473019,High income,NA
United Kingdom,GBR,1982,2.031414785,NA,11.60221958,19.98027777,48.33658598,High income,NA
Austria,AUT,1983,3.342026834,NA,NA,23.10373189,62.44517578,High income,NA
Belgium,BEL,1983,0.79075759,NA,NA,18.78825053,119.5094603,High income,NA
Bulgaria,BGR,1983,1.254625564,NA,NA,32.88992641,74.08786299,Upper middle income,NA
Croatia,HRV,1983,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1983,1.479391388,NA,NA,30.11348713,114.3837403,High income,NA
Czech Republic,CZE,1983,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1983,3.555717306,NA,NA,18.36432581,69.63290461,High income,NA
Estonia,EST,1983,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1983,1.779429062,NA,11.65970993,28.37204436,57.3739276,High income,NA
France,FRA,1983,1.188622377,NA,10.76025009,21.67364158,44.83238769,High income,NA
Germany,DEU,1983,2.395897622,NA,NA,23.76795256,43.72017398,High income,NA
Hungary,HUN,1983,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1983,-2.711913382,NA,7.118340015,28.64299717,41.17554239,High income,NA
Italy,ITA,1983,2.226117992,NA,NA,21.9939626,40.31309653,High income,NA
Latvia,LVA,1983,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1983,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1983,4.29359783,NA,NA,21.25137726,170.9746998,High income,NA
Netherlands,NLD,1983,0.775485003,NA,10.40229034,20.66219405,105.3573612,High income,NA
Poland,POL,1983,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1983,1.51627705,NA,NA,29.30516143,58.92042617,High income,NA
Romania,ROU,1983,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1983,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1983,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1983,0.168227905,NA,NA,21.58363216,39.81511104,High income,NA
Sweden,SWE,1983,1.891334202,NA,NA,23.25546083,65.50124804,High income,NA
United Kingdom,GBR,1983,4.429914226,NA,11.40756035,20.89608921,49.5109,High income,NA
Austria,AUT,1984,0.189527505,NA,NA,23.83824848,66.546452,High income,NA
Belgium,BEL,1984,3.421418335,NA,NA,19.84907736,127.2864361,High income,NA
Bulgaria,BGR,1984,6.730999074,NA,NA,33.20335071,78.37731166,Upper middle income,NA
Croatia,HRV,1984,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1984,10.01905076,NA,NA,33.59503199,121.7586297,High income,NA
Czech Republic,CZE,1984,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1984,3.952977162,NA,NA,20.60268342,70.90858299,High income,NA
Estonia,EST,1984,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1984,4.360615056,NA,10.90627003,27.20849378,56.55912371,High income,NA
France,FRA,1984,0.704880608,NA,10.46681023,21.15090862,47.21481636,High income,NA
Germany,DEU,1984,3.222085918,NA,NA,23.53233732,46.39590118,High income,NA
Hungary,HUN,1984,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1984,0.150080895,NA,7.548520088,29.80527408,40.89848538,High income,NA
Italy,ITA,1984,2.916850059,NA,NA,23.04528872,42.56591938,High income,NA
Latvia,LVA,1984,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1984,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1984,2.635415674,NA,NA,21.58725557,190.1857351,High income,NA
Netherlands,NLD,1984,4.08532819,NA,9.767700195,21.25544571,111.1136184,High income,NA
Poland,POL,1984,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1984,-2.323911383,NA,NA,23.04644937,64.40407151,High income,NA
Romania,ROU,1984,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1984,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1984,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1984,2.310109318,NA,NA,20.45879995,41.59969293,High income,NA
Sweden,SWE,1984,5.838182849,NA,NA,24.24723217,65.38946024,High income,NA
United Kingdom,GBR,1984,1.527416938,NA,11.20600986,21.99987675,53.99419843,High income,NA
Austria,AUT,1985,2.751066619,NA,NA,24.51430945,70.05347805,High income,NA
Belgium,BEL,1985,2.638070737,NA,NA,19.00676262,122.9633391,High income,NA
Bulgaria,BGR,1985,-2.05106841,NA,NA,32.19727998,85.99736772,Upper middle income,NA
Croatia,HRV,1985,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1985,2.837780177,NA,NA,30.34003462,107.569825,High income,NA
Czech Republic,CZE,1985,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1985,3.66781681,NA,NA,22.09969049,72.08726495,High income,NA
Estonia,EST,1985,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1985,2.461700344,NA,11.56015015,26.92631037,55.26979497,High income,NA
France,FRA,1985,1.597746729,NA,10.10204029,21.09008572,46.68005244,High income,NA
Germany,DEU,1985,2.801496606,NA,NA,22.94994605,48.07367909,High income,NA
Hungary,HUN,1985,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1985,1.167022543,NA,NA,31.34407874,40.38797571,High income,NA
Italy,ITA,1985,2.55636634,NA,NA,22.90604244,42.76802616,High income,NA
Latvia,LVA,1985,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1985,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1985,4.843261094,NA,NA,17.70544079,201.1325427,High income,NA
Netherlands,NLD,1985,-0.70499401,NA,10.56039047,21.59109531,115.0717947,High income,NA
Poland,POL,1985,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1985,5.707890474,NA,NA,21.39221286,61.50866178,High income,NA
Romania,ROU,1985,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1985,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1985,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1985,3.294553615,NA,NA,20.68066745,40.92329962,High income,NA
Sweden,SWE,1985,1.318996291,NA,NA,26.59799231,65.18788759,High income,NA
United Kingdom,GBR,1985,3.53700503,NA,10.4594202,21.81433528,53.54204826,High income,NA
Austria,AUT,1986,2.280921294,NA,NA,23.79690872,63.9875687,High income,NA
Belgium,BEL,1986,4.339864676,NA,8.605830193,18.5944528,111.4945548,High income,NA
Bulgaria,BGR,1986,5.434898081,NA,NA,35.87634137,83.50356439,Upper middle income,NA
Croatia,HRV,1986,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1986,3.193582601,NA,NA,25.92291888,93.45992761,High income,NA
Czech Republic,CZE,1986,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1986,6.79043863,NA,11.41569996,23.7846333,64.79733949,High income,NA
Estonia,EST,1986,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1986,3.583604466,NA,11.10585022,26.03602168,49.9458081,High income,NA
France,FRA,1986,3.978995639,NA,9.717619896,21.67024921,40.57582405,High income,NA
Germany,DEU,1986,4.866020541,NA,NA,22.96998208,43.085753,High income,NA
Hungary,HUN,1986,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1986,-0.150480853,NA,6.488709927,30.33360799,42.65204496,High income,NA
Italy,ITA,1986,5.293340513,NA,NA,21.49951199,36.2744276,High income,NA
Latvia,LVA,1986,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1986,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1986,6.415463625,NA,NA,21.19335159,183.5745009,High income,NA
Netherlands,NLD,1986,2.619322281,NA,10.8004303,22.84722603,97.63180507,High income,NA
Poland,POL,1986,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1986,9.079590021,NA,NA,23.16011301,54.01325105,High income,NA
Romania,ROU,1986,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1986,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1986,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1986,6.080735101,NA,NA,21.58362587,35.39741014,High income,NA
Sweden,SWE,1986,4.869149986,NA,NA,24.81398469,59.33883837,High income,NA
United Kingdom,GBR,1986,4.19787447,NA,10.21578979,21.57084819,49.24128273,High income,NA
Austria,AUT,1987,1.309596967,NA,NA,24.12157431,62.82717494,High income,NA
Belgium,BEL,1987,3.099466412,NA,8.180009842,19.66521056,109.1056284,High income,NA
Bulgaria,BGR,1987,1.855762825,NA,NA,32.90383863,83.40765316,Upper middle income,NA
Croatia,HRV,1987,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1987,8.273900742,NA,NA,25.53084143,97.55645632,High income,NA
Czech Republic,CZE,1987,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1987,0.788092963,NA,12.29430008,22.02178703,61.35294424,High income,NA
Estonia,EST,1987,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1987,2.983867835,NA,11.21802044,26.78779649,49.4531446,High income,NA
France,FRA,1987,1.886457689,NA,9.403619766,22.16341194,39.9735063,High income,NA
Germany,DEU,1987,1.618384471,NA,NA,22.3822278,41.82644759,High income,NA
Hungary,HUN,1987,NA,NA,NA,NA,NA,High income,NA
Greece,GRC,1987,-1.264667208,NA,6.204490185,23.08087281,42.31835696,High income,NA
Italy,ITA,1987,3.825770302,NA,NA,21.87551419,35.67180271,High income,NA
Latvia,LVA,1987,NA,NA,NA,NA,NA,High income,NA
Lithuania,LTU,1987,NA,NA,NA,NA,NA,High income,NA
Luxembourg,LUX,1987,2.605454036,NA,NA,24.11972144,182.46773,High income,NA
Netherlands,NLD,1987,0.840441529,NA,11.2650404,22.75578182,96.16422635,High income,NA
Poland,POL,1987,NA,NA,NA,NA,NA,High income,NA
Portugal,PRT,1987,6.517065656,NA,7.208469868,27.36433253,59.56841566,High income,NA
Romania,ROU,1987,NA,NA,NA,NA,NA,Upper middle income,NA
Slovak Republic,SVK,1987,NA,NA,NA,NA,NA,High income,NA
Slovenia,SVN,1987,NA,NA,NA,NA,NA,High income,NA
Spain,ESP,1987,5.667508389,NA,8.821299553,23.00609807,36.3646225,High income,NA
Sweden,SWE,1987,2.939539894,NA,NA,26.01642806,59.779469,High income,NA
United Kingdom,GBR,1987,4.149605557,NA,10.50664997,22.5067508,48.62633389,High income,NA
Austria,AUT,1988,3.81552147,NA,NA,25.67231985,66.53427689,High income,NA
Belgium,BEL,1988,5.885070204,NA,8.162130356,21.89495805,115.559899,High income,NA
Bulgaria,BGR,1988,8.372098271,NA,NA,34.41743534,91.46175131,Upper middle income,NA
Croatia,HRV,1988,NA,NA,NA,NA,NA,Upper middle income,NA
Cyprus,CYP,1988,5.010656457,NA,NA,27.45628501,101.5832425,High income,NA
Czech Republic,CZE,1988,NA,NA,NA,NA,NA,High income,NA
Denmark,DNK,1988,-1.249870444,NA,12.40993977,21.05717856,63.75532883,High income,NA
Estonia,EST,1988,NA,NA,NA,NA,NA,High income,NA
Finland,FIN,1988,5.553416789,NA,11.2560997,29.09034057,48.13820778,High income,NA
